SolvedBoard	PuzzleBoard	Uid
[[9, 8, 1, 7, 6, 4, 3, 2, 5], [7, 3, 5, 9, 1, 2, 6, 4, 8], [4, 2, 6, 8, 5, 3, 9, 7, 1], [3, 1, 9, 5, 7, 6, 2, 8, 4], [2, 6, 8, 1, 4, 9, 5, 3, 7], [5, 4, 7, 3, 2, 8, 1, 6, 9], [1, 5, 2, 4, 3, 7, 8, 9, 6], [8, 7, 3, 6, 9, 5, 4, 1, 2], [6, 9, 4, 2, 8, 1, 7, 5, 3]]	[[9, 8, 0, 7, 6, 4, 0, 2, 0], [7, 0, 0, 0, 1, 2, 6, 4, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 6, 2, 0, 0], [2, 0, 8, 0, 4, 0, 5, 0, 7], [0, 0, 7, 3, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 7, 3, 6, 9, 0, 0, 0, 2], [0, 9, 0, 2, 8, 1, 0, 5, 3]]	980764020700012648000000000010006200208040507007300060000000000873690002090281053
[[3, 8, 7, 9, 2, 1, 6, 5, 4], [4, 1, 2, 5, 3, 6, 7, 8, 9], [5, 6, 9, 8, 7, 4, 2, 3, 1], [7, 2, 3, 6, 5, 9, 4, 1, 8], [1, 9, 8, 2, 4, 3, 5, 7, 6], [6, 4, 5, 7, 1, 8, 9, 2, 3], [9, 7, 4, 1, 8, 2, 3, 6, 5], [8, 5, 6, 3, 9, 7, 1, 4, 2], [2, 3, 1, 4, 6, 5, 8, 9, 7]]	[[0, 0, 7, 9, 0, 1, 0, 0, 4], [4, 0, 0, 5, 0, 6, 0, 8, 0], [0, 0, 0, 0, 0, 0, 2, 3, 0], [0, 0, 0, 6, 5, 9, 4, 0, 8], [1, 9, 0, 0, 0, 0, 0, 7, 6], [6, 0, 5, 7, 1, 8, 0, 0, 0], [0, 7, 4, 0, 0, 0, 0, 0, 0], [0, 5, 0, 3, 0, 7, 0, 0, 2], [2, 0, 0, 4, 0, 5, 8, 0, 0]]	7901004400506080000000230000659408190000076605718000074000000050307002200405800
[[1, 8, 5, 6, 3, 9, 4, 2, 7], [6, 2, 9, 4, 1, 7, 3, 8, 5], [4, 7, 3, 8, 5, 2, 1, 6, 9], [2, 3, 4, 7, 8, 5, 9, 1, 6], [7, 6, 1, 2, 9, 4, 8, 5, 3], [5, 9, 8, 1, 6, 3, 7, 4, 2], [9, 5, 2, 3, 4, 8, 6, 7, 1], [3, 4, 6, 5, 7, 1, 2, 9, 8], [8, 1, 7, 9, 2, 6, 5, 3, 4]]	[[1, 0, 0, 0, 3, 9, 0, 2, 0], [0, 0, 0, 4, 0, 7, 3, 0, 0], [0, 7, 0, 0, 0, 2, 0, 0, 0], [0, 0, 4, 7, 0, 0, 9, 0, 0], [0, 6, 1, 0, 9, 0, 8, 5, 0], [0, 0, 8, 0, 0, 3, 7, 0, 0], [0, 0, 0, 3, 0, 0, 0, 7, 0], [0, 0, 6, 5, 0, 1, 0, 0, 0], [0, 1, 0, 9, 2, 0, 0, 0, 4]]	100039020000407300070002000004700900061090850008003700000300070006501000010920004
[[5, 7, 4, 3, 8, 6, 9, 1, 2], [6, 2, 9, 4, 5, 1, 3, 8, 7], [8, 1, 3, 9, 7, 2, 6, 4, 5], [1, 9, 6, 2, 4, 7, 5, 3, 8], [3, 4, 7, 5, 1, 8, 2, 6, 9], [2, 8, 5, 6, 9, 3, 4, 7, 1], [7, 3, 2, 8, 6, 5, 1, 9, 4], [4, 5, 1, 7, 3, 9, 8, 2, 6], [9, 6, 8, 1, 2, 4, 7, 5, 3]]	[[0, 7, 4, 0, 8, 0, 0, 1, 0], [0, 0, 9, 0, 0, 0, 3, 8, 0], [8, 0, 3, 0, 7, 0, 6, 4, 0], [1, 9, 6, 0, 4, 0, 5, 0, 0], [0, 4, 0, 0, 1, 0, 0, 6, 0], [0, 0, 5, 0, 9, 0, 4, 7, 1], [0, 3, 2, 0, 6, 0, 1, 0, 4], [0, 5, 1, 0, 0, 0, 8, 0, 0], [0, 6, 0, 0, 2, 0, 7, 5, 0]]	74080010009000380803070640196040500040010060005090471032060104051000800060020750
[[1, 4, 9, 8, 7, 3, 6, 5, 2], [2, 7, 3, 6, 5, 1, 4, 9, 8], [6, 8, 5, 2, 4, 9, 3, 7, 1], [7, 3, 8, 5, 2, 6, 1, 4, 9], [5, 1, 4, 3, 9, 7, 2, 8, 6], [9, 2, 6, 1, 8, 4, 7, 3, 5], [4, 6, 7, 9, 1, 5, 8, 2, 3], [3, 9, 2, 4, 6, 8, 5, 1, 7], [8, 5, 1, 7, 3, 2, 9, 6, 4]]	[[1, 0, 0, 8, 7, 0, 0, 0, 0], [0, 0, 0, 6, 5, 0, 0, 0, 8], [6, 0, 0, 0, 0, 0, 3, 0, 1], [7, 0, 8, 0, 0, 0, 0, 4, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 2, 0, 0, 0, 0, 7, 0, 5], [4, 0, 7, 0, 0, 0, 0, 0, 3], [3, 0, 0, 0, 6, 8, 0, 0, 0], [0, 0, 0, 0, 3, 2, 0, 0, 4]]	100870000000650008600000301708000049000000000920000705407000003300068000000032004
[[5, 3, 7, 2, 9, 4, 8, 6, 1], [2, 1, 6, 5, 7, 8, 4, 9, 3], [8, 9, 4, 1, 3, 6, 5, 2, 7], [3, 8, 5, 4, 6, 7, 9, 1, 2], [7, 4, 1, 9, 2, 3, 6, 5, 8], [9, 6, 2, 8, 5, 1, 3, 7, 4], [4, 5, 9, 7, 8, 2, 1, 3, 6], [6, 2, 8, 3, 1, 5, 7, 4, 9], [1, 7, 3, 6, 4, 9, 2, 8, 5]]	[[0, 0, 0, 0, 0, 4, 8, 0, 0], [0, 0, 6, 5, 7, 0, 0, 0, 0], [0, 9, 0, 0, 0, 6, 0, 2, 0], [3, 8, 5, 4, 0, 0, 0, 1, 0], [7, 0, 0, 9, 2, 3, 0, 0, 8], [0, 6, 0, 0, 0, 1, 3, 7, 4], [0, 5, 0, 7, 0, 0, 0, 3, 0], [0, 0, 0, 0, 1, 5, 7, 0, 0], [0, 0, 3, 6, 0, 0, 0, 0, 0]]	4800006570000090006020385400010700923008060001374050700030000015700003600000
[[6, 3, 8, 2, 7, 5, 4, 9, 1], [1, 9, 5, 6, 3, 4, 7, 2, 8], [4, 2, 7, 8, 1, 9, 6, 5, 3], [7, 5, 6, 4, 9, 3, 8, 1, 2], [9, 1, 2, 5, 8, 7, 3, 6, 4], [8, 4, 3, 1, 2, 6, 5, 7, 9], [3, 7, 1, 9, 6, 8, 2, 4, 5], [5, 8, 9, 7, 4, 2, 1, 3, 6], [2, 6, 4, 3, 5, 1, 9, 8, 7]]	[[0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 3, 0, 7, 0, 0], [0, 2, 0, 8, 0, 9, 0, 0, 0], [0, 5, 0, 0, 0, 3, 8, 1, 2], [0, 0, 0, 5, 0, 7, 0, 0, 0], [8, 4, 3, 1, 0, 0, 0, 7, 0], [0, 0, 0, 9, 0, 8, 0, 4, 0], [0, 0, 9, 0, 4, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 9, 0, 0]]	8000000005030700020809000050003812000507000843100070000908040009040100000000900
[[4, 7, 5, 9, 1, 8, 2, 6, 3], [9, 2, 8, 5, 3, 6, 7, 4, 1], [1, 6, 3, 2, 4, 7, 9, 8, 5], [2, 5, 7, 3, 8, 9, 6, 1, 4], [8, 1, 9, 6, 7, 4, 3, 5, 2], [3, 4, 6, 1, 5, 2, 8, 7, 9], [7, 9, 1, 4, 6, 3, 5, 2, 8], [5, 8, 2, 7, 9, 1, 4, 3, 6], [6, 3, 4, 8, 2, 5, 1, 9, 7]]	[[4, 0, 5, 0, 0, 8, 0, 6, 3], [0, 2, 0, 0, 3, 0, 0, 0, 0], [0, 0, 3, 2, 0, 0, 9, 8, 0], [0, 0, 7, 3, 0, 9, 0, 1, 0], [0, 1, 9, 0, 0, 0, 3, 5, 0], [0, 4, 0, 1, 0, 2, 8, 0, 0], [0, 9, 1, 0, 0, 3, 5, 0, 0], [0, 0, 0, 0, 9, 0, 0, 3, 0], [6, 3, 0, 8, 0, 0, 1, 0, 7]]	405008063020030000003200980007309010019000350040102800091003500000090030630800107
[[7, 8, 6, 2, 1, 5, 9, 3, 4], [5, 3, 9, 4, 8, 6, 1, 2, 7], [2, 4, 1, 3, 9, 7, 5, 8, 6], [4, 7, 2, 5, 6, 8, 3, 1, 9], [9, 6, 5, 1, 7, 3, 2, 4, 8], [8, 1, 3, 9, 2, 4, 6, 7, 5], [6, 5, 8, 7, 3, 2, 4, 9, 1], [3, 9, 7, 6, 4, 1, 8, 5, 2], [1, 2, 4, 8, 5, 9, 7, 6, 3]]	[[7, 0, 6, 0, 0, 0, 0, 0, 4], [0, 0, 9, 4, 0, 6, 0, 0, 0], [2, 4, 1, 3, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 3, 0, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 8, 0, 0, 2, 4, 9, 1], [0, 0, 0, 6, 0, 1, 8, 0, 0], [1, 0, 0, 0, 0, 0, 7, 0, 3]]	706000004009406000241300500000000309000000000803000000008002491000601800100000703
[[7, 4, 2, 6, 8, 5, 3, 1, 9], [1, 6, 8, 9, 3, 4, 2, 7, 5], [9, 3, 5, 1, 2, 7, 4, 8, 6], [4, 8, 7, 5, 1, 2, 6, 9, 3], [5, 1, 3, 8, 6, 9, 7, 4, 2], [2, 9, 6, 4, 7, 3, 1, 5, 8], [6, 2, 4, 7, 5, 8, 9, 3, 1], [8, 7, 1, 3, 9, 6, 5, 2, 4], [3, 5, 9, 2, 4, 1, 8, 6, 7]]	[[0, 4, 2, 0, 0, 5, 0, 0, 9], [0, 6, 0, 0, 3, 0, 2, 0, 0], [0, 0, 0, 1, 0, 7, 0, 0, 0], [4, 0, 0, 0, 0, 2, 6, 0, 3], [5, 1, 0, 8, 0, 9, 0, 4, 2], [2, 0, 6, 4, 0, 0, 0, 0, 8], [0, 0, 0, 7, 0, 8, 0, 0, 0], [0, 0, 1, 0, 9, 0, 0, 2, 0], [3, 0, 0, 2, 0, 0, 8, 6, 0]]	42005009060030200000107000400002603510809042206400008000708000001090020300200860
[[3, 6, 4, 2, 8, 5, 1, 7, 9], [1, 7, 5, 4, 9, 6, 8, 2, 3], [2, 9, 8, 3, 7, 1, 4, 6, 5], [5, 4, 9, 7, 3, 8, 2, 1, 6], [8, 2, 3, 1, 6, 4, 9, 5, 7], [7, 1, 6, 5, 2, 9, 3, 4, 8], [9, 8, 2, 6, 1, 7, 5, 3, 4], [4, 3, 7, 9, 5, 2, 6, 8, 1], [6, 5, 1, 8, 4, 3, 7, 9, 2]]	[[0, 0, 0, 0, 0, 0, 0, 7, 0], [0, 7, 0, 4, 0, 0, 0, 2, 0], [2, 9, 8, 3, 7, 0, 0, 6, 5], [5, 0, 9, 7, 3, 0, 0, 0, 0], [0, 0, 3, 0, 6, 0, 9, 0, 0], [0, 0, 0, 0, 2, 9, 3, 0, 8], [9, 8, 0, 0, 1, 7, 5, 3, 4], [0, 3, 0, 0, 0, 2, 0, 8, 0], [0, 5, 0, 0, 0, 0, 0, 0, 0]]	70070400020298370065509730000003060900000029308980017534030002080050000000
[[6, 1, 4, 9, 2, 7, 8, 3, 5], [9, 5, 2, 8, 6, 3, 4, 1, 7], [7, 3, 8, 1, 4, 5, 6, 9, 2], [5, 9, 3, 6, 7, 1, 2, 8, 4], [8, 6, 1, 2, 5, 4, 3, 7, 9], [4, 2, 7, 3, 9, 8, 1, 5, 6], [2, 8, 5, 4, 1, 9, 7, 6, 3], [1, 4, 9, 7, 3, 6, 5, 2, 8], [3, 7, 6, 5, 8, 2, 9, 4, 1]]	[[6, 0, 0, 0, 0, 7, 0, 0, 5], [0, 0, 0, 8, 0, 0, 0, 0, 7], [0, 3, 8, 1, 0, 5, 0, 9, 0], [0, 9, 3, 6, 7, 0, 2, 0, 0], [0, 0, 1, 0, 0, 0, 3, 0, 0], [0, 0, 7, 0, 9, 8, 1, 5, 0], [0, 8, 0, 4, 0, 9, 7, 6, 0], [1, 0, 0, 0, 0, 6, 0, 0, 0], [3, 0, 0, 5, 0, 0, 0, 0, 1]]	600007005000800007038105090093670200001000300007098150080409760100006000300500001
[[8, 2, 1, 4, 9, 7, 5, 6, 3], [3, 5, 4, 1, 8, 6, 2, 7, 9], [7, 9, 6, 5, 2, 3, 4, 1, 8], [5, 4, 2, 3, 7, 9, 1, 8, 6], [9, 6, 3, 8, 1, 5, 7, 2, 4], [1, 8, 7, 2, 6, 4, 3, 9, 5], [2, 3, 9, 6, 5, 1, 8, 4, 7], [4, 7, 8, 9, 3, 2, 6, 5, 1], [6, 1, 5, 7, 4, 8, 9, 3, 2]]	[[0, 0, 1, 0, 0, 0, 0, 0, 3], [0, 5, 0, 0, 0, 6, 0, 0, 0], [0, 0, 6, 5, 0, 0, 4, 0, 8], [0, 0, 2, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 7, 0, 0, 0, 3, 0, 0], [2, 0, 9, 0, 0, 1, 8, 0, 0], [0, 0, 0, 9, 0, 0, 0, 5, 0], [6, 0, 0, 0, 0, 0, 9, 0, 0]]	1000003050006000006500408002000100000000000007000300209001800000900050600000900
[[2, 7, 8, 4, 1, 5, 3, 6, 9], [3, 9, 4, 6, 8, 7, 5, 1, 2], [1, 5, 6, 2, 3, 9, 4, 8, 7], [8, 1, 7, 9, 2, 4, 6, 3, 5], [5, 4, 2, 8, 6, 3, 9, 7, 1], [9, 6, 3, 7, 5, 1, 8, 2, 4], [4, 2, 9, 3, 7, 6, 1, 5, 8], [6, 8, 1, 5, 9, 2, 7, 4, 3], [7, 3, 5, 1, 4, 8, 2, 9, 6]]	[[0, 0, 0, 0, 0, 0, 0, 0, 9], [3, 0, 4, 0, 8, 0, 0, 0, 2], [0, 5, 6, 0, 0, 0, 0, 0, 7], [0, 1, 0, 0, 2, 4, 0, 0, 0], [5, 4, 2, 0, 0, 0, 9, 7, 1], [0, 0, 0, 7, 5, 0, 0, 2, 0], [4, 0, 0, 0, 0, 0, 1, 5, 0], [6, 0, 0, 0, 9, 0, 7, 0, 3], [7, 0, 0, 0, 0, 0, 0, 0, 0]]	9304080002056000007010024000542000971000750020400000150600090703700000000
[[2, 8, 9, 3, 6, 7, 5, 4, 1], [7, 3, 4, 5, 2, 1, 8, 6, 9], [5, 1, 6, 8, 9, 4, 3, 2, 7], [1, 4, 3, 9, 5, 6, 7, 8, 2], [6, 2, 5, 7, 3, 8, 9, 1, 4], [9, 7, 8, 1, 4, 2, 6, 3, 5], [4, 9, 7, 6, 1, 3, 2, 5, 8], [8, 6, 2, 4, 7, 5, 1, 9, 3], [3, 5, 1, 2, 8, 9, 4, 7, 6]]	[[2, 0, 9, 3, 0, 0, 0, 0, 1], [0, 0, 0, 0, 2, 1, 8, 0, 9], [5, 1, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 9, 5, 0, 7, 8, 2], [0, 2, 0, 0, 3, 0, 0, 1, 0], [9, 7, 8, 0, 4, 2, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 5, 8], [8, 0, 2, 4, 7, 0, 0, 0, 0], [3, 0, 0, 0, 0, 9, 4, 0, 6]]	209300001000021809510004000000950782020030010978042000000600058802470000300009406
[[3, 9, 7, 8, 4, 1, 6, 2, 5], [2, 1, 4, 6, 5, 9, 8, 3, 7], [6, 5, 8, 7, 3, 2, 4, 1, 9], [9, 2, 1, 3, 8, 5, 7, 6, 4], [5, 7, 6, 1, 9, 4, 3, 8, 2], [8, 4, 3, 2, 6, 7, 5, 9, 1], [7, 6, 9, 5, 1, 3, 2, 4, 8], [4, 8, 2, 9, 7, 6, 1, 5, 3], [1, 3, 5, 4, 2, 8, 9, 7, 6]]	[[0, 0, 7, 0, 0, 0, 6, 2, 5], [2, 1, 0, 6, 0, 9, 0, 3, 7], [0, 0, 0, 0, 3, 0, 0, 1, 0], [0, 2, 0, 0, 0, 0, 0, 6, 4], [0, 0, 0, 0, 9, 0, 0, 0, 0], [8, 4, 0, 0, 0, 0, 0, 9, 0], [0, 6, 0, 0, 1, 0, 0, 0, 0], [4, 8, 0, 9, 0, 6, 0, 5, 3], [1, 3, 5, 0, 0, 0, 9, 0, 0]]	7000625210609037000030010020000064000090000840000090060010000480906053135000900
