SolvedBoard	PuzzleBoard	Uid
[[2, 8, 5, 4, 1, 3, 9, 7, 6], [1, 6, 4, 9, 8, 7, 3, 5, 2], [3, 9, 7, 5, 2, 6, 1, 4, 8], [6, 4, 8, 1, 3, 9, 5, 2, 7], [7, 3, 1, 2, 6, 5, 4, 8, 9], [5, 2, 9, 8, 7, 4, 6, 1, 3], [4, 7, 3, 6, 5, 2, 8, 9, 1], [8, 5, 2, 3, 9, 1, 7, 6, 4], [9, 1, 6, 7, 4, 8, 2, 3, 5]]	[[0, 8, 0, 0, 1, 0, 0, 0, 0], [1, 0, 4, 9, 8, 0, 0, 0, 0], [0, 9, 7, 5, 2, 6, 1, 0, 0], [6, 0, 8, 0, 0, 9, 0, 0, 0], [0, 3, 0, 0, 6, 0, 0, 8, 0], [0, 0, 0, 8, 0, 0, 6, 0, 3], [0, 0, 3, 6, 5, 2, 8, 9, 0], [0, 0, 0, 0, 9, 1, 7, 0, 4], [0, 0, 0, 0, 4, 0, 0, 3, 0]]	80010000104980000097526100608009000030060080000800603003652890000091704000040030
[[5, 4, 6, 3, 2, 1, 9, 8, 7], [8, 9, 3, 5, 7, 4, 1, 2, 6], [7, 1, 2, 9, 8, 6, 5, 4, 3], [2, 8, 9, 7, 4, 5, 3, 6, 1], [3, 5, 7, 1, 6, 8, 4, 9, 2], [4, 6, 1, 2, 3, 9, 7, 5, 8], [1, 2, 4, 6, 9, 3, 8, 7, 5], [6, 3, 8, 4, 5, 7, 2, 1, 9], [9, 7, 5, 8, 1, 2, 6, 3, 4]]	[[5, 0, 6, 0, 2, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 6], [7, 0, 2, 0, 0, 6, 0, 0, 0], [0, 8, 0, 0, 0, 0, 3, 6, 0], [0, 0, 0, 1, 0, 8, 0, 0, 0], [0, 6, 1, 0, 0, 0, 0, 5, 0], [0, 0, 0, 6, 0, 0, 8, 0, 5], [6, 0, 0, 0, 0, 0, 0, 0, 9], [0, 0, 0, 0, 1, 0, 6, 0, 4]]	506020000800000006702006000080000360000108000061000050000600805600000009000010604
[[9, 8, 7, 4, 6, 2, 5, 1, 3], [2, 3, 6, 9, 1, 5, 8, 7, 4], [1, 4, 5, 8, 3, 7, 6, 2, 9], [3, 1, 9, 2, 8, 6, 7, 4, 5], [6, 7, 2, 1, 5, 4, 3, 9, 8], [8, 5, 4, 3, 7, 9, 2, 6, 1], [4, 6, 8, 7, 9, 3, 1, 5, 2], [7, 9, 3, 5, 2, 1, 4, 8, 6], [5, 2, 1, 6, 4, 8, 9, 3, 7]]	[[0, 0, 0, 4, 0, 2, 0, 0, 0], [0, 3, 0, 0, 0, 5, 8, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 7, 0, 5], [6, 0, 0, 0, 5, 0, 0, 0, 8], [8, 0, 4, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 5, 0], [0, 0, 3, 5, 0, 0, 0, 8, 0], [0, 0, 0, 6, 0, 8, 0, 0, 0]]	402000030005800040000000300000705600050008804000001000000050003500080000608000
[[8, 9, 6, 2, 7, 1, 5, 3, 4], [4, 3, 2, 6, 9, 5, 1, 7, 8], [7, 1, 5, 3, 4, 8, 6, 9, 2], [1, 5, 3, 9, 2, 4, 8, 6, 7], [2, 7, 9, 8, 6, 3, 4, 1, 5], [6, 4, 8, 5, 1, 7, 3, 2, 9], [3, 8, 1, 7, 5, 9, 2, 4, 6], [5, 6, 7, 4, 3, 2, 9, 8, 1], [9, 2, 4, 1, 8, 6, 7, 5, 3]]	[[0, 9, 0, 2, 7, 1, 0, 0, 0], [4, 0, 0, 6, 0, 5, 0, 0, 0], [0, 0, 5, 0, 4, 0, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 8, 6, 3, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 5, 0, 2, 0, 0], [0, 0, 0, 4, 0, 2, 0, 0, 1], [0, 0, 0, 1, 8, 6, 0, 5, 0]]	90271000400605000005040600000000060000863000040000000001050200000402001000186050
[[9, 6, 4, 8, 1, 7, 3, 2, 5], [2, 8, 7, 5, 6, 3, 1, 4, 9], [5, 1, 3, 2, 9, 4, 8, 7, 6], [6, 4, 9, 1, 2, 5, 7, 8, 3], [3, 7, 5, 6, 4, 8, 9, 1, 2], [8, 2, 1, 3, 7, 9, 6, 5, 4], [1, 3, 6, 7, 5, 2, 4, 9, 8], [7, 9, 2, 4, 8, 6, 5, 3, 1], [4, 5, 8, 9, 3, 1, 2, 6, 7]]	[[0, 0, 0, 8, 1, 0, 0, 2, 0], [2, 8, 0, 5, 6, 3, 1, 0, 0], [0, 1, 0, 2, 9, 0, 0, 0, 0], [0, 0, 9, 0, 0, 5, 0, 8, 0], [0, 7, 0, 0, 0, 0, 0, 1, 0], [0, 2, 0, 3, 0, 0, 6, 0, 0], [0, 0, 0, 0, 5, 2, 0, 9, 0], [0, 0, 2, 4, 8, 6, 0, 3, 1], [0, 5, 0, 0, 3, 1, 0, 0, 0]]	810020280563100010290000009005080070000010020300600000052090002486031050031000
[[6, 3, 9, 4, 5, 2, 1, 7, 8], [7, 4, 5, 1, 8, 9, 6, 2, 3], [1, 8, 2, 6, 3, 7, 9, 4, 5], [5, 1, 7, 9, 2, 6, 3, 8, 4], [4, 6, 8, 7, 1, 3, 2, 5, 9], [2, 9, 3, 8, 4, 5, 7, 6, 1], [8, 7, 6, 3, 9, 4, 5, 1, 2], [9, 5, 1, 2, 7, 8, 4, 3, 6], [3, 2, 4, 5, 6, 1, 8, 9, 7]]	[[0, 0, 9, 0, 0, 0, 0, 0, 8], [7, 4, 0, 0, 0, 0, 0, 0, 0], [1, 8, 2, 0, 3, 0, 0, 0, 0], [0, 0, 7, 0, 2, 0, 0, 8, 0], [4, 0, 0, 7, 1, 3, 0, 0, 9], [0, 9, 0, 0, 4, 0, 7, 0, 0], [0, 0, 0, 0, 9, 0, 5, 1, 2], [0, 0, 0, 0, 0, 0, 0, 3, 6], [3, 0, 0, 0, 0, 0, 8, 0, 0]]	9000008740000000182030000007020080400713009090040700000090512000000036300000800
[[7, 1, 9, 3, 4, 6, 2, 5, 8], [5, 6, 4, 2, 1, 8, 3, 9, 7], [2, 3, 8, 7, 5, 9, 1, 6, 4], [6, 8, 5, 4, 7, 2, 9, 3, 1], [9, 7, 1, 6, 8, 3, 4, 2, 5], [4, 2, 3, 5, 9, 1, 8, 7, 6], [1, 5, 7, 9, 3, 4, 6, 8, 2], [8, 9, 6, 1, 2, 5, 7, 4, 3], [3, 4, 2, 8, 6, 7, 5, 1, 9]]	[[7, 1, 0, 3, 0, 0, 0, 0, 8], [0, 0, 0, 2, 1, 0, 0, 9, 0], [2, 0, 0, 0, 0, 9, 1, 0, 0], [0, 0, 5, 0, 7, 2, 0, 3, 0], [9, 0, 1, 0, 8, 0, 4, 0, 5], [0, 2, 0, 5, 9, 0, 8, 0, 0], [0, 0, 7, 9, 0, 0, 0, 0, 2], [0, 9, 0, 0, 2, 5, 0, 0, 0], [3, 0, 0, 0, 0, 7, 0, 1, 9]]	710300008000210090200009100005072030901080405020590800007900002090025000300007019
[[8, 5, 7, 3, 9, 2, 1, 6, 4], [6, 1, 2, 4, 5, 7, 8, 9, 3], [4, 3, 9, 6, 8, 1, 7, 2, 5], [1, 6, 5, 8, 7, 9, 4, 3, 2], [9, 7, 4, 2, 6, 3, 5, 1, 8], [3, 2, 8, 5, 1, 4, 9, 7, 6], [5, 8, 1, 9, 3, 6, 2, 4, 7], [2, 9, 6, 7, 4, 5, 3, 8, 1], [7, 4, 3, 1, 2, 8, 6, 5, 9]]	[[0, 5, 0, 0, 9, 2, 1, 0, 0], [0, 0, 0, 0, 0, 7, 0, 9, 3], [0, 0, 9, 6, 0, 0, 0, 2, 0], [1, 6, 0, 0, 7, 0, 0, 0, 2], [0, 0, 0, 0, 6, 0, 0, 0, 0], [3, 0, 0, 0, 1, 0, 0, 7, 6], [0, 8, 0, 0, 0, 6, 2, 0, 0], [2, 9, 0, 7, 0, 0, 0, 0, 0], [0, 0, 3, 1, 2, 0, 0, 5, 0]]	50092100000007093009600020160070002000060000300010076080006200290700000003120050
[[1, 5, 9, 7, 2, 8, 3, 6, 4], [8, 4, 7, 5, 3, 6, 9, 1, 2], [6, 3, 2, 1, 9, 4, 8, 5, 7], [2, 8, 1, 6, 7, 3, 5, 4, 9], [9, 6, 3, 4, 5, 1, 2, 7, 8], [4, 7, 5, 9, 8, 2, 1, 3, 6], [5, 2, 4, 8, 1, 7, 6, 9, 3], [7, 9, 8, 3, 6, 5, 4, 2, 1], [3, 1, 6, 2, 4, 9, 7, 8, 5]]	[[0, 0, 0, 0, 0, 8, 0, 0, 4], [8, 4, 0, 0, 3, 0, 0, 0, 2], [6, 0, 2, 0, 0, 0, 0, 0, 7], [0, 8, 0, 0, 7, 0, 0, 0, 0], [0, 0, 0, 4, 0, 1, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 3, 0], [5, 0, 0, 0, 0, 0, 6, 0, 3], [7, 0, 0, 0, 6, 0, 0, 2, 1], [3, 0, 0, 2, 0, 0, 0, 0, 0]]	8004840030002602000007080070000000401000000080030500000603700060021300200000
[[4, 9, 1, 5, 3, 6, 2, 8, 7], [7, 5, 8, 9, 4, 2, 6, 3, 1], [6, 3, 2, 7, 8, 1, 4, 5, 9], [5, 7, 3, 8, 6, 4, 9, 1, 2], [2, 1, 6, 3, 7, 9, 8, 4, 5], [8, 4, 9, 2, 1, 5, 7, 6, 3], [1, 2, 7, 6, 5, 8, 3, 9, 4], [9, 8, 5, 4, 2, 3, 1, 7, 6], [3, 6, 4, 1, 9, 7, 5, 2, 8]]	[[4, 0, 1, 0, 0, 0, 0, 0, 7], [7, 5, 0, 9, 0, 0, 0, 0, 1], [0, 0, 0, 0, 8, 1, 0, 0, 0], [5, 0, 3, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 5], [0, 0, 0, 0, 0, 0, 7, 0, 3], [0, 0, 0, 6, 5, 0, 0, 0, 0], [9, 0, 0, 0, 0, 3, 0, 7, 6], [3, 0, 0, 0, 0, 0, 5, 0, 8]]	401000007750900001000081000503000000200000005000000703000650000900003076300000508
[[7, 3, 5, 6, 2, 1, 8, 4, 9], [1, 9, 2, 8, 7, 4, 3, 6, 5], [4, 6, 8, 3, 9, 5, 1, 7, 2], [2, 1, 4, 9, 6, 3, 5, 8, 7], [9, 8, 3, 1, 5, 7, 4, 2, 6], [5, 7, 6, 4, 8, 2, 9, 3, 1], [3, 2, 1, 7, 4, 9, 6, 5, 8], [8, 5, 9, 2, 3, 6, 7, 1, 4], [6, 4, 7, 5, 1, 8, 2, 9, 3]]	[[7, 0, 0, 6, 2, 0, 0, 0, 9], [0, 0, 0, 8, 0, 0, 3, 0, 5], [0, 0, 0, 0, 0, 0, 0, 7, 2], [0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 0], [8, 0, 9, 0, 0, 6, 0, 0, 0], [6, 0, 0, 0, 1, 8, 0, 0, 3]]	700620009000800305000000072000003000000000000000400000320000000809006000600018003
[[7, 2, 6, 9, 1, 5, 8, 4, 3], [9, 3, 5, 2, 8, 4, 1, 6, 7], [1, 4, 8, 3, 6, 7, 9, 2, 5], [6, 1, 9, 4, 7, 8, 3, 5, 2], [8, 7, 2, 5, 3, 9, 6, 1, 4], [4, 5, 3, 1, 2, 6, 7, 9, 8], [2, 6, 1, 7, 4, 3, 5, 8, 9], [5, 8, 7, 6, 9, 2, 4, 3, 1], [3, 9, 4, 8, 5, 1, 2, 7, 6]]	[[0, 0, 0, 9, 1, 0, 0, 0, 3], [0, 3, 0, 2, 8, 0, 0, 0, 7], [1, 4, 0, 0, 0, 0, 9, 0, 5], [6, 0, 9, 0, 7, 8, 0, 0, 0], [8, 0, 0, 5, 3, 9, 0, 0, 4], [0, 0, 0, 1, 2, 0, 7, 0, 8], [2, 0, 1, 0, 0, 0, 0, 8, 9], [5, 0, 0, 0, 9, 2, 0, 3, 0], [3, 0, 0, 0, 5, 1, 0, 0, 0]]	910003030280007140000905609078000800539004000120708201000089500092030300051000
[[2, 5, 4, 3, 7, 1, 6, 9, 8], [3, 8, 1, 2, 6, 9, 4, 7, 5], [7, 6, 9, 8, 5, 4, 1, 3, 2], [9, 7, 3, 4, 2, 5, 8, 1, 6], [5, 2, 6, 7, 1, 8, 9, 4, 3], [4, 1, 8, 6, 9, 3, 2, 5, 7], [1, 9, 2, 5, 8, 7, 3, 6, 4], [6, 4, 5, 9, 3, 2, 7, 8, 1], [8, 3, 7, 1, 4, 6, 5, 2, 9]]	[[0, 5, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 0, 9, 8, 5, 0, 1, 0, 0], [0, 7, 0, 0, 2, 0, 8, 1, 0], [5, 0, 0, 0, 1, 0, 0, 0, 3], [0, 1, 8, 0, 9, 0, 0, 5, 0], [0, 0, 2, 0, 8, 7, 3, 0, 0], [0, 0, 0, 9, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0]]	50000000000009000009850100070020810500010003018090050002087300000900000000000020
[[8, 1, 6, 7, 9, 2, 4, 3, 5], [5, 7, 3, 1, 4, 6, 9, 8, 2], [9, 4, 2, 3, 8, 5, 1, 7, 6], [7, 8, 5, 9, 2, 1, 3, 6, 4], [2, 3, 4, 6, 5, 8, 7, 1, 9], [1, 6, 9, 4, 7, 3, 5, 2, 8], [6, 9, 7, 8, 1, 4, 2, 5, 3], [4, 5, 8, 2, 3, 7, 6, 9, 1], [3, 2, 1, 5, 6, 9, 8, 4, 7]]	[[0, 0, 0, 0, 0, 0, 0, 0, 5], [5, 0, 0, 1, 0, 0, 9, 8, 0], [0, 0, 0, 3, 0, 0, 1, 7, 0], [7, 8, 0, 0, 0, 1, 3, 0, 0], [0, 3, 0, 0, 5, 0, 0, 1, 0], [0, 0, 9, 4, 0, 0, 0, 2, 8], [0, 9, 7, 0, 0, 4, 0, 0, 0], [0, 5, 8, 0, 0, 7, 0, 0, 1], [3, 0, 0, 0, 0, 0, 0, 0, 0]]	5500100980000300170780001300030050010009400028097004000058007001300000000
[[3, 5, 1, 7, 2, 8, 4, 9, 6], [9, 8, 2, 4, 6, 5, 1, 3, 7], [4, 7, 6, 9, 3, 1, 5, 2, 8], [6, 9, 5, 2, 1, 3, 7, 8, 4], [1, 2, 7, 5, 8, 4, 9, 6, 3], [8, 4, 3, 6, 9, 7, 2, 1, 5], [7, 3, 8, 1, 4, 9, 6, 5, 2], [2, 1, 4, 8, 5, 6, 3, 7, 9], [5, 6, 9, 3, 7, 2, 8, 4, 1]]	[[0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 3, 0], [0, 7, 0, 0, 3, 0, 0, 2, 0], [0, 9, 5, 2, 0, 3, 0, 8, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 6, 0, 7, 2, 1, 0], [0, 3, 0, 0, 4, 0, 0, 5, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0]]	8000000000030070030020095203080000000000040607210030040050010000000000300000
[[9, 3, 1, 7, 2, 5, 6, 8, 4], [5, 2, 4, 8, 3, 6, 9, 7, 1], [8, 6, 7, 1, 4, 9, 3, 5, 2], [1, 8, 2, 5, 7, 3, 4, 9, 6], [3, 9, 5, 4, 6, 2, 8, 1, 7], [7, 4, 6, 9, 1, 8, 5, 2, 3], [2, 5, 3, 6, 9, 7, 1, 4, 8], [6, 1, 9, 2, 8, 4, 7, 3, 5], [4, 7, 8, 3, 5, 1, 2, 6, 9]]	[[0, 3, 0, 7, 2, 0, 0, 8, 0], [0, 0, 0, 8, 0, 0, 9, 0, 0], [8, 6, 7, 1, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 9, 6], [0, 0, 0, 4, 6, 2, 0, 0, 0], [7, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 9, 7, 1, 4, 8], [0, 0, 9, 0, 0, 4, 0, 0, 0], [0, 7, 0, 0, 5, 1, 0, 6, 0]]	30720080000800900867140000000000096000462000740000000000097148009004000070051060
